X,Y,u_x,u_y,,,,,,X1,Y1,sigma_xx,sigma_yy,sigma_xy,Status
0.98939409,2.153477641,1.45843E-05,-0.001126503,,,,,,1.251718645,0.287303668,-25.92392901,-48.42822869,0.872267658,Failure
0.98939409,2.153477641,1.45843E-05,-0.001126503,,,,,,1.25440383,2.252911812,-4.255824902,-13.6501717,-0.778588151,Elastic
0.98939409,2.153477641,1.45843E-05,-0.001126503,,,,,,1.259850064,2.877588277,-1.246989788,-2.212650103,-0.347029996,Elastic
0.98939409,2.153477641,1.45843E-05,-0.001126503,,,,,,1.260090733,1.925857014,-7.686011398,-19.62383263,-0.556529136,Failure
0.98939409,2.153477641,1.45843E-05,-0.001126503,,,,,,1.261477577,2.504357316,-3.047690687,-9.031771008,-0.854247948,Elastic
0.98939409,2.153477641,1.45843E-05,-0.001126503,,,,,,1.265832505,2.209354254,-4.481960324,-14.4833996,-0.747300167,Failure
0.991799994,2.692444923,4.33601E-06,-0.001212368,,,,,,1.274140469,1.617549635,-11.16477812,-25.17028436,-0.316802945,Failure
1.007759914,1.813911451,2.07384E-05,-0.001030449,,,,,,1.280398278,0.972153484,-18.37386693,-36.57403512,0.245849457,Failure
1.008837495,2.480814333,8.32871E-06,-0.001188282,,,,,,1.285731559,0.708714602,-21.27607367,-41.13822477,0.490705547,Failure
1.011750948,1.248531453,2.51978E-05,-0.000800585,,,,,,1.285944139,1.998735156,-6.844731168,-18.27617387,-0.613921454,Failure
1.011750948,1.248531453,2.51978E-05,-0.000800585,,,,,,1.288425857,2.121268823,-5.4543688,-16.04657468,-0.694461292,Failure
1.013302451,1.044540921,2.4556E-05,-0.000696722,,,,,,1.296950263,0.129214025,-27.59646283,-51.03081532,1.079026544,Failure
1.013302451,1.044540921,2.4556E-05,-0.000696722,,,,,,1.29722053,2.975115921,-0.862208255,-0.44811623,-0.079998741,Elastic
1.018313151,0.828336842,2.24796E-05,-0.000574845,,,,,,1.298442453,2.85895233,-1.430225055,-2.549469986,-0.396924199,Elastic
1.018313151,0.828336842,2.24796E-05,-0.000574845,,,,,,1.299854732,2.369193805,-3.67849082,-11.49265836,-0.868698024,Elastic
1.021628634,0.415485352,1.39958E-05,-0.000309329,,,,,,1.300935655,1.298410598,-14.72326539,-30.81271377,-0.033383649,Failure
1.021628634,0.415485352,1.39958E-05,-0.000309329,,,,,,1.30116675,1.248224618,-15.28478499,-31.70034185,0.011931251,Failure
1.021894749,0.620122037,1.89515E-05,-0.000446243,,,,,,1.309988234,0.439951249,-24.19872741,-45.71735456,0.771778695,Failure
1.021894749,0.620122037,1.89515E-05,-0.000446243,,,,,,1.31075892,0.395221538,-24.68663907,-46.48072483,0.817934849,Failure
1.024391104,3,1.26419E-07,-0.001224577,,,,,,1.31698152,1.59761852,-11.35325357,-25.47081093,-0.294423818,Failure
1.033571378,2.26650121,1.29597E-05,-0.001150986,,,,,,1.319182447,1.399467416,-13.57785522,-29.00030552,-0.116905684,Failure
1.033571378,2.26650121,1.29597E-05,-0.001150986,,,,,,1.319749277,0.996555913,-18.06733433,-36.08949541,0.245647502,Failure
1.040602391,0.208173038,7.79327E-06,-0.000160136,,,,,,1.320266442,1.164060735,-16.20729673,-33.15700372,0.094998015,Failure
1.040602391,0.208173038,7.79327E-06,-0.000160136,,,,,,1.321678692,1.801092037,-9.057835887,-21.81536703,-0.463595512,Failure
1.043083105,1.591838002,2.43385E-05,-0.00095024,,,,,,1.324393489,2.64011674,-2.47372644,-6.527658676,-0.775113588,Elastic
1.043673665,2.802785958,2.553E-06,-0.001219463,,,,,,1.324720117,0.687226852,-21.4747458,-41.44588811,0.539631328,Failure
1.043673665,2.802785958,2.553E-06,-0.001219463,,,,,,1.327183158,0.523174549,-23.27100072,-44.26170967,0.703225766,Failure
1.0475465,1.937756624,1.96057E-05,-0.001068871,,,,,,1.327431289,2.601424457,-2.646744789,-7.232638302,-0.814323378,Elastic
1.05,0,0,0,,,,,,1.32790048,2.714807924,-2.147921246,-5.166118957,-0.678254203,Elastic
1.053014783,2.593837902,6.32546E-06,-0.001202314,,,,,,1.330592713,1.745050457,-9.683246157,-22.81291712,-0.418058232,Failure
1.053014783,2.593837902,6.32546E-06,-0.001202314,,,,,,1.3307982,0.313361518,-25.55832493,-47.83954963,0.920484498,Failure
1.055577077,1.36341212,2.6222E-05,-0.000853944,,,,,,1.333950384,0.151512375,-27.31477208,-50.58123551,1.093421384,Failure
1.055577077,1.36341212,2.6222E-05,-0.000853944,,,,,,1.334825287,2.395546331,-3.549161561,-10.99316216,-0.885810367,Elastic
1.071994653,1.154862382,2.67138E-05,-0.000753851,,,,,,1.3385355,0.867253326,-19.4797771,-38.31084238,0.378581001,Failure
1.071994653,1.154862382,2.67138E-05,-0.000753851,,,,,,1.33961966,0.813700988,-20.06855554,-39.23615923,0.429905644,Failure
1.077005353,0.938658304,2.53375E-05,-0.000638164,,,,,,1.342149848,2.53331457,-2.952075836,-8.472305053,-0.866669254,Elastic
1.077748667,2.379524778,1.10331E-05,-0.001171841,,,,,,1.343033937,2.952993003,-1.109273818,-0.847301965,-0.149813359,Elastic
1.077748667,2.379524778,1.10331E-05,-0.001171841,,,,,,1.351468191,2.285523087,-4.024787334,-12.99306211,-0.835601299,Elastic
1.081301501,0.726448862,2.2349E-05,-0.000512959,,,,,,1.354651918,0.026266864,-28.6504053,-52.65691933,1.250254769,Failure
1.084883099,0.518234057,1.78143E-05,-0.000379108,,,,,,1.357055539,1.839819386,-8.594245479,-21.07527893,-0.496109912,Failure
1.084883099,0.518234057,1.78143E-05,-0.000379108,,,,,,1.363384869,1.956328838,-7.275828588,-18.96385081,-0.597063728,Failure
1.085605893,2.901392979,9.85266E-07,-0.001222889,,,,,,1.365035284,2.233815479,-4.255181817,-13.92722861,-0.790972955,Elastic
1.087333086,2.061601797,1.80225E-05,-0.001103012,,,,,,1.366595044,2.114829666,-5.487402973,-16.0935951,-0.710229998,Failure
1.087333086,2.061601797,1.80225E-05,-0.001103012,,,,,,1.370191608,2.814258928,-1.791572192,-3.354926982,-0.505782358,Elastic
1.089793744,2.183095592,1.55076E-05,-0.001132619,,,,,,1.377813692,2.977877083,-1.105324392,-0.398156738,-0.073192545,Elastic
1.089793744,2.183095592,1.55076E-05,-0.001132619,,,,,,1.381449748,1.721390033,-9.922595761,-23.19533689,-0.394185584,Failure
1.09423692,0.312259557,1.18782E-05,-0.000236163,,,,,,1.382334185,1.530779391,-12.04959604,-26.57860676,-0.220059632,Failure
1.09423692,0.312259557,1.18782E-05,-0.000236163,,,,,,1.38451458,1.057271863,-17.33571352,-34.93423448,0.22746984,Failure
1.103634529,0.104086519,4.32693E-06,-8.13E-05,,,,,,1.385249461,0.896221691,-19.11458932,-37.7330698,0.382148462,Failure
1.104888455,2.704178937,4.26973E-06,-0.001212408,,,,,,1.385903363,0.788192667,-20.30491946,-39.60280355,0.487769011,Failure
1.104888455,2.704178937,4.26973E-06,-0.001212408,,,,,,1.387098377,0.630411431,-22.03516215,-42.316242,0.645568752,Failure
1.105698911,1.722035607,2.43643E-05,-0.000998271,,,,,,1.392982082,2.316806431,-3.862507013,-12.40285177,-0.869350965,Elastic
1.105698911,1.722035607,2.43643E-05,-0.000998271,,,,,,1.394369834,0.208384117,-26.63172335,-49.49900428,1.094989985,Failure
1.118192882,1.493609725,2.7217E-05,-0.000910011,,,,,,1.398575128,0.052737455,-28.31508331,-52.12029236,1.269572232,Failure
1.121925956,2.492548347,8.84998E-06,-0.00118905,,,,,,1.398853424,2.449195078,-3.317866246,-9.981023041,-0.906325153,Elastic
1.121925956,2.492548347,8.84998E-06,-0.00118905,,,,,,1.404918721,1.956956142,-7.241575668,-18.91048798,-0.593623409,Failure
1.127538121,3,-4.70E-07,-0.001223533,,,,,,1.406360785,1.840564065,-8.54868892,-21.00144499,-0.504420933,Failure
1.130686854,1.265183843,2.85309E-05,-0.00080772,,,,,,1.408128895,2.11545697,-5.46201034,-16.0501827,-0.719133503,Failure
1.130686854,1.265183843,2.85309E-05,-0.00080772,,,,,,1.41434053,2.234560158,-4.18446616,-13.89262934,-0.807166148,Elastic
1.130686854,1.265183843,2.85309E-05,-0.00080772,,,,,,1.422239399,2.870209301,-1.680006801,-2.339873803,-0.381525978,Elastic
1.130686854,1.265183843,2.85309E-05,-0.00080772,,,,,,1.431138922,2.289028927,-3.964806313,-12.86913465,-0.85765229,Elastic
1.130686854,1.265183843,2.85309E-05,-0.00080772,,,,,,1.431211583,1.749111868,-9.558726646,-22.61574235,-0.419168617,Failure
1.130686854,1.265183843,2.85309E-05,-0.00080772,,,,,,1.431625583,0.81504254,-19.96276317,-39.06070924,0.49523232,Failure
1.133971033,2.29611916,1.35461E-05,-0.001156088,,,,,,1.43205584,0.869519226,-19.36380584,-38.12038641,0.441463488,Failure
1.135697554,1.048979765,2.79345E-05,-0.000698275,,,,,,1.43970018,1.804770051,-8.9305504,-21.61278565,-0.469677711,Failure
1.140708254,0.832775687,2.56043E-05,-0.000576738,,,,,,1.44392321,0.026470592,-28.54871582,-52.46794829,1.349404577,Failure
1.140708254,0.832775687,2.56043E-05,-0.000576738,,,,,,1.446683584,1.403975855,-13.41687226,-28.74713161,-0.078218812,Failure
1.144289851,0.624560882,2.16325E-05,-0.000448492,,,,,,1.447045241,1.602217571,-11.19542485,-25.22366319,-0.271359218,Failure
1.145485497,1.84588078,2.33426E-05,-0.00103977,,,,,,1.447767578,1.168569173,-16.04015412,-32.89052253,0.155216216,Failure
1.146820683,2.802785958,2.37203E-06,-0.0012185,,,,,,1.448609721,0.68805743,-21.33974175,-41.21729256,0.63821355,Failure
1.147871448,0.416346076,1.59965E-05,-0.000309469,,,,,,1.448631824,0.523988762,-23.13471401,-44.02628651,0.809158105,Failure
1.147871448,0.416346076,1.59965E-05,-0.000309469,,,,,,1.449258313,2.725843104,-2.292447469,-4.944068827,-0.677253054,Elastic
1.147871448,0.416346076,1.59965E-05,-0.000309469,,,,,,1.449812998,1.001154964,-17.89328976,-35.80798116,0.323595747,Failure
1.147871448,0.416346076,1.59965E-05,-0.000309469,,,,,,1.451537238,2.891171201,-1.674515902,-1.96074648,-0.329133237,Elastic
1.147871448,0.416346076,1.59965E-05,-0.000309469,,,,,,1.452246865,0.314175732,-25.41758663,-47.5897861,1.038695626,Failure
1.147871448,0.416346076,1.59965E-05,-0.000309469,,,,,,1.457839988,0.152342953,-27.1690622,-50.3167515,1.223817114,Failure
1.157269058,0.208173038,8.79976E-06,-0.000159898,,,,,,1.458622233,2.406803302,-3.480163474,-10.71878662,-0.917320961,Elastic
1.166103244,2.605571916,6.47095E-06,-0.001202595,,,,,,1.46350768,2.544349751,-2.981083717,-8.22029405,-0.883564789,Elastic
1.166103244,2.605571916,6.47095E-06,-0.001202595,,,,,,1.465862048,1.304242393,-14.51186228,-30.47863205,0.02960082,Failure
1.166103244,2.605571916,6.47095E-06,-0.001202595,,,,,,1.466093143,1.254056412,-15.07134176,-31.36203303,0.078976431,Failure
1.166103244,2.605571916,6.47095E-06,-0.001202595,,,,,,1.467085581,0.441004457,-24.02010505,-45.40547434,0.91530689,Failure
1.166103244,2.605571916,6.47095E-06,-0.001202595,,,,,,1.467856266,0.396274746,-24.50646966,-46.16447725,0.964398574,Failure
1.166103244,2.605571916,6.47095E-06,-0.001202595,,,,,,1.469533763,2.981364053,-1.390613123,-0.335576096,-0.062698074,Elastic
1.166666667,0,0,0,,,,,,1.480766398,2.001677643,-6.689397291,-18.02290135,-0.638759043,Failure
1.178148321,2.409142729,1.12672E-05,-0.001175912,,,,,,1.481373341,2.654391064,-2.59966978,-6.225692764,-0.779946351,Elastic
1.180808688,1.623807331,2.75917E-05,-0.000961439,,,,,,1.483248117,2.12421131,-5.316564435,-15.81171183,-0.740220967,Failure
1.185272083,1.969725953,2.18029E-05,-0.001077007,,,,,,1.484411142,2.615698781,-2.741967868,-6.921970398,-0.823840251,Elastic
1.185272083,1.969725953,2.18029E-05,-0.001077007,,,,,,1.487125296,0.710675279,-21.05129173,-40.75949922,0.646851182,Failure
1.187732741,2.091219748,1.91596E-05,-0.00110973,,,,,,1.488963715,1.625569945,-10.89794271,-24.75185727,-0.285546174,Failure
1.188752911,2.901392979,5.06515E-07,-0.001221792,,,,,,1.489241849,0.978661288,-18.10225456,-36.13351155,0.372161829,Failure
1.190193398,2.212713542,1.62947E-05,-0.001138322,,,,,,1.490764867,2.383404034,-3.563681143,-11.12244217,-0.913045882,Elastic
1.190193398,2.212713542,1.62947E-05,-0.001138322,,,,,,1.496040396,0.13021622,-27.3654119,-50.60926554,1.290474596,Failure
1.193302659,1.395381449,2.99662E-05,-0.000867121,,,,,,1.502636985,1.929520298,-7.484894094,-19.30039499,-0.57637033,Failure
1.193302659,1.395381449,2.99662E-05,-0.000867121,,,,,,1.507618575,2.912584621,-1.749381411,-1.573364504,-0.27154904,Elastic
1.194389755,1.159301226,3.02034E-05,-0.000755148,,,,,,1.508378757,2.213017538,-4.323956125,-14.20495,-0.814326734,Failure
1.194389755,1.159301226,3.02034E-05,-0.000755148,,,,,,1.52252942,2.258901049,-3.960511123,-13.36045531,-0.852397887,Elastic
1.199400455,0.943097148,2.86771E-05,-0.000639799,,,,,,1.524514459,2.755840886,-2.314540327,-4.389746962,-0.627274534,Elastic
1.203696604,0.730887706,2.53365E-05,-0.000514957,,,,,,1.528205007,0.550396642,-22.75947509,-43.42289205,0.854769252,Failure
1.207278201,0.522672901,2.02551E-05,-0.000381494,,,,,,1.530283042,1.438193544,-12.9553045,-28.01754871,-0.080606497,Failure
1.207278201,0.522672901,2.02551E-05,-0.000381494,,,,,,1.530721491,1.899368065,-7.795075304,-19.79889046,-0.54671182,Failure
1.208035472,2.704178937,4.2953E-06,-0.001211372,,,,,,1.531632573,1.145121241,-16.2162828,-33.16457893,0.229258014,Failure
1.208035472,2.704178937,4.2953E-06,-0.001211372,,,,,,1.532705596,0.289187454,-25.59809119,-47.84741834,1.149873346,Failure
1.210903586,0.312259557,1.33457E-05,-0.000235798,,,,,,1.542254376,2.529888611,-3.080106045,-8.441548943,-0.896955037,Elastic
1.210903586,0.312259557,1.33457E-05,-0.000235798,,,,,,1.549624433,2.339436456,-3.686037803,-11.86037369,-0.904638863,Elastic
1.220301195,0.104086519,4.86282E-06,-8.12E-05,,,,,,1.549640464,0.819308863,-19.79330297,-38.77953623,0.584946509,Failure
1.22232561,2.522166297,8.72252E-06,-0.001192073,,,,,,1.550002904,0.865199043,-19.28842481,-37.98836456,0.536463286,Failure
1.22232561,2.522166297,8.72252E-06,-0.001192073,,,,,,1.553812298,2.776802786,-2.299996987,-4.008543119,-0.586730399,Elastic
1.230685139,3,-1.24E-06,-0.00122228,,,,,,1.557030242,0.02229835,-28.46325784,-52.29112947,1.483990876,Failure
1.234370687,2.325737111,1.39707E-05,-0.001160758,,,,,,1.561773858,1.733989955,-9.618274666,-22.71616763,-0.379684762,Failure
1.243424494,1.754004936,2.7289E-05,-0.001008179,,,,,,1.566720582,0.573014492,-22.46966804,-42.96149135,0.86683069,Failure
1.243424494,1.754004936,2.7289E-05,-0.001008179,,,,,,1.567762847,0.736504663,-20.68135358,-40.16671643,0.689211947,Failure
1.2499677,2.802785958,2.07086E-06,-0.001217333,,,,,,1.5689245,1.780875407,-9.084185747,-21.863974,-0.425129572,Failure
1.2499677,2.802785958,2.07086E-06,-0.001217333,,,,,,1.569462942,0.951761091,-18.3151388,-36.45975445,0.459663955,Failure
1.255918465,1.525579054,3.07616E-05,-0.000921905,,,,,,1.570906003,0.267060721,-25.79433617,-48.14025264,1.216068532,Failure
1.255918465,1.525579054,3.07616E-05,-0.000921905,,,,,,1.571061424,1.122627565,-16.426417,-33.49306021,0.277414054,Failure
1.257105962,1.269654021,3.21993E-05,-0.000808723,,,,,,1.572201516,1.461545919,-12.65180673,-27.53759463,-0.089687382,Failure
1.257105962,1.269654021,3.21993E-05,-0.000808723,,,,,,1.573555954,0.104594559,-27.55286364,-50.87149435,1.407226182,Failure
1.258092656,1.053418609,3.14385E-05,-0.00069964,,,,,,1.574397011,2.506489343,-3.157411098,-8.846985051,-0.908010481,Elastic
1.258092656,1.053418609,3.14385E-05,-0.00069964,,,,,,1.578960585,1.64031805,-10.65110228,-24.36235648,-0.27815065,Failure
1.263103357,0.837214531,2.88535E-05,-0.000578471,,,,,,1.579041084,2.097316021,-5.550190438,-16.18734925,-0.727110206,Failure
1.263103357,0.837214531,2.88535E-05,-0.000578471,,,,,,1.583758681,0.446000053,-23.83437398,-45.08541327,1.025579687,Failure
1.266684954,0.628999726,2.44314E-05,-0.000450615,,,,,,1.584673569,0.392900971,-24.41117659,-45.9835373,1.086784581,Failure
1.266684954,0.628999726,2.44314E-05,-0.000450615,,,,,,1.586685279,2.824168798,-2.223859758,-3.155763659,-0.487159739,Elastic
1.268289449,0.41715338,1.79819E-05,-0.000309511,,,,,,1.588359509,1.313664555,-14.28456855,-30.11848799,0.080343716,Failure
1.268289449,0.41715338,1.79819E-05,-0.000309511,,,,,,1.588633844,1.254088281,-14.94802327,-31.16468866,0.146816332,Failure
1.273935724,0.208173038,9.84425E-06,-0.000159622,,,,,,1.594629191,2.981364053,-1.801805647,-0.335272081,-0.062368838,Elastic
1.273935724,0.208173038,9.84425E-06,-0.000159622,,,,,,1.597265884,2.668699796,-2.698960923,-5.93291006,-0.755443024,Elastic
1.278547976,2.438760679,1.13125E-05,-0.001179533,,,,,,1.600872086,2.622767804,-2.842282174,-6.750468826,-0.807212802,Elastic
1.278547976,2.438760679,1.13125E-05,-0.001179533,,,,,,1.604327227,2.912584621,-2.017412656,-1.570679036,-0.268160501,Elastic
1.283211079,1.877850109,2.58756E-05,-0.001048478,,,,,,1.612502,1.860242983,-8.160841275,-20.38864077,-0.498984941,Failure
1.283211079,1.877850109,2.58756E-05,-0.001048478,,,,,,1.61427869,2.434591128,-3.398151018,-10.09936922,-0.922132375,Elastic
1.283333333,0,0,0,,,,,,1.629296294,0.630081994,-21.77585045,-41.86379198,0.863403066,Failure
1.285671737,1.999343904,2.31813E-05,-0.001084299,,,,,,1.629480901,0.472849926,-23.48931718,-44.53464755,1.042106313,Failure
1.286431183,2.616513447,6.49723E-06,-0.001202411,,,,,,1.629758121,2.053231295,-5.994393533,-16.90665806,-0.684631562,Failure
1.286431183,2.616513447,6.49723E-06,-0.001202411,,,,,,1.630021651,0.366634108,-24.64351686,-46.33067655,1.164885451,Failure
1.288132395,2.120837698,2.01738E-05,-0.001116009,,,,,,1.631432986,0.210386174,-26.3378789,-48.9627036,1.349174607,Failure
1.290593053,2.242331493,1.69325E-05,-0.00114358,,,,,,1.632045638,2.693583875,-2.677094276,-5.479765907,-0.715612697,Elastic
1.290593053,2.242331493,1.69325E-05,-0.00114358,,,,,,1.632289719,2.178227707,-4.626707531,-14.69237376,-0.800096161,Failure
1.291899928,2.901392979,-1.28E-07,-0.001220471,,,,,,1.63271594,1.063058401,-17.01917813,-34.4194704,0.38587663,Failure
1.291899928,2.901392979,-1.28E-07,-0.001220471,,,,,,1.635440223,1.227385816,-15.19510791,-31.55214414,0.202796077,Failure
1.318534271,1.65577666,3.085E-05,-0.000972024,,,,,,1.638121344,1.34138639,-13.92381657,-29.54842682,0.075886529,Failure
1.318534271,1.65577666,3.085E-05,-0.000972024,,,,,,1.639028926,2.594990301,-2.960059908,-7.233812258,-0.834600523,Elastic
1.319721768,1.399851626,3.36319E-05,-0.000867795,,,,,,1.643309984,1.513514514,-11.9955909,-26.49934888,-0.118605983,Failure
1.320808863,1.163771404,3.39411E-05,-0.0007562,,,,,,1.6454174,2.312541167,-3.706680277,-12.28242541,-0.903262414,Elastic
1.321795558,0.947535992,3.21455E-05,-0.000641246,,,,,,1.646440381,2.224111218,-4.110392444,-13.85706461,-0.832961196,Failure
1.321795558,0.947535992,3.21455E-05,-0.000641246,,,,,,1.652464651,2.776802786,-2.487134383,-3.993604166,-0.573660797,Elastic
1.326091706,0.735326551,2.84488E-05,-0.000516801,,,,,,1.657842627,2.023079062,-6.306351247,-17.41116045,-0.653671755,Failure
1.326091706,0.735326551,2.84488E-05,-0.000516801,,,,,,1.672115275,2.479053499,-3.299943603,-9.266339755,-0.900261868,Elastic
1.327696202,0.523480205,2.26538E-05,-0.000381359,,,,,,1.674478369,0.39297124,-24.30517975,-45.7894982,1.182480229,Failure
1.328363411,2.715120468,3.92035E-06,-0.001210727,,,,,,1.674852507,0.446087976,-23.72732382,-44.89096318,1.120590066,Failure
1.331321587,0.313066861,1.49504E-05,-0.000235939,,,,,,1.675285019,2.891171201,-2.258467914,-1.951861232,-0.318322674,Elastic
1.333832156,3,-2.21E-06,-0.001220783,,,,,,1.678738492,2.693583875,-2.743875204,-5.466519402,-0.704602754,Elastic
1.333832156,3,-2.21E-06,-0.001220783,,,,,,1.682336159,1.253709287,-14.85155285,-31.00909893,0.202525543,Failure
1.333832156,3,-2.21E-06,-0.001220783,,,,,,1.682417775,2.609538165,-2.960896765,-6.951527036,-0.803391138,Elastic
1.334770341,2.355355061,1.42175E-05,-0.001164963,,,,,,1.685291614,1.308133588,-14.24162726,-30.0484753,0.139940099,Failure
1.334770341,2.355355061,1.42175E-05,-0.001164963,,,,,,1.68877175,2.977877083,-2.112217308,-0.397836114,-0.071426575,Elastic
1.336967862,0.104086519,5.41967E-06,-8.10E-05,,,,,,1.690579755,0.736575221,-20.54221516,-39.92419139,0.801805787,Failure
1.336967862,0.104086519,5.41967E-06,-8.10E-05,,,,,,1.690936124,0.267060721,-25.65194123,-47.87476317,1.349537338,Failure
1.342653549,2.533107829,8.99867E-06,-0.001192023,,,,,,1.691221178,0.104594559,-27.41193613,-50.60283215,1.544528961,Failure
1.370295639,2.813727489,1.28583E-06,-0.001216204,,,,,,1.691797871,2.776802786,-2.560835501,-3.987981115,-0.565174846,Elastic
1.381150076,1.785974265,3.01755E-05,-0.001017427,,,,,,1.692005928,0.573086468,-22.3247895,-42.70291949,0.990913189,Failure
1.381150076,1.785974265,3.01755E-05,-0.001017427,,,,,,1.692279849,0.951831649,-18.17953649,-36.23095445,0.558284954,Failure
1.381150076,1.785974265,3.01755E-05,-0.001017427,,,,,,1.69634677,1.122699541,-16.28863325,-33.26675093,0.364442553,Failure
1.381150076,1.785974265,3.01755E-05,-0.001017427,,,,,,1.701535641,2.662199747,-2.853326654,-6.015260411,-0.739470077,Elastic
1.381150076,1.785974265,3.01755E-05,-0.001017427,,,,,,1.708507671,0.819400132,-19.61502089,-38.4726212,0.72390234,Failure
1.381150076,1.785974265,3.01755E-05,-0.001017427,,,,,,1.708665259,2.491308357,-3.284506417,-9.030493446,-0.889226154,Elastic
1.381150076,1.785974265,3.01755E-05,-0.001017427,,,,,,1.708870112,0.865290312,-19.11163162,-37.68607177,0.671464484,Failure
1.382337573,1.530049232,3.43482E-05,-0.000922232,,,,,,1.709233598,0.02229835,-28.28063453,-51.93897796,1.665565969,Failure
1.38352507,1.274124198,3.60043E-05,-0.000809458,,,,,,1.710654386,1.440613829,-12.73780727,-27.67491036,-0.002346578,Failure
1.38352507,1.274124198,3.60043E-05,-0.000809458,,,,,,1.710776685,1.955881361,-7.006527341,-18.54084775,-0.583116823,Failure
1.383610734,1.90746806,2.75186E-05,-0.001056317,,,,,,1.712394093,2.321178359,-3.63581715,-12.05146838,-0.902829884,Elastic
1.383610734,1.90746806,2.75186E-05,-0.001056317,,,,,,1.714618239,2.891171201,-2.357485943,-1.950313521,-0.312928539,Elastic
1.384511765,1.057888787,3.51951E-05,-0.000700758,,,,,,1.714685584,1.619798375,-10.74012948,-24.5091428,-0.212669765,Failure
1.385498459,0.841653375,3.22327E-05,-0.000580021,,,,,,1.722354283,2.148080752,-4.877488532,-15.10366104,-0.768390961,Failure
1.385498459,0.841653375,3.22327E-05,-0.000580021,,,,,,1.728385663,0.289246647,-25.36591376,-47.4159254,1.365825884,Failure
1.385498459,0.841653375,3.22327E-05,-0.000580021,,,,,,1.730226152,0.550542683,-22.52503858,-43.00304533,1.056987402,Failure
1.385498459,0.841653375,3.22327E-05,-0.000580021,,,,,,1.735464604,2.977877083,-2.257419737,-0.397775919,-0.069825506,Elastic
1.385498459,0.841653375,3.22327E-05,-0.000580021,,,,,,1.735851062,1.14487396,-15.99765376,-32.80635624,0.36714835,Failure
1.385498459,0.841653375,3.22327E-05,-0.000580021,,,,,,1.737338053,1.707447165,-9.740752846,-22.91995126,-0.304701502,Failure
1.386071392,2.028961854,2.44526E-05,-0.001091123,,,,,,1.739152675,2.202549522,-4.265440144,-14.11305862,-0.811549832,Failure
1.386071392,2.028961854,2.44526E-05,-0.001091123,,,,,,1.744488694,1.754332616,-9.209178155,-22.07253147,-0.356277969,Failure
1.387102954,0.629807029,2.72019E-05,-0.000450289,,,,,,1.748226998,1.839723308,-8.256900694,-20.55024135,-0.451204122,Failure
1.388532049,2.150455648,2.10527E-05,-0.001121813,,,,,,1.748944078,2.333433217,-3.608415427,-11.78236546,-0.896894808,Elastic
1.388532049,2.150455648,2.10527E-05,-0.001121813,,,,,,1.750389772,1.412602267,-13.00552168,-28.09759174,0.050580127,Failure
1.38870745,0.417960684,2.00459E-05,-0.000309465,,,,,,1.755693678,2.112286738,-5.238819967,-15.69086624,-0.733070277,Failure
1.38870745,0.417960684,2.00459E-05,-0.000309465,,,,,,1.768273872,0.13021622,-27.04003142,-49.99080602,1.605788523,Failure
1.390992707,2.271949443,1.74063E-05,-0.001148356,,,,,,1.771185064,2.824168798,-2.614292257,-3.138273391,-0.452071513,Elastic
1.390992707,2.271949443,1.74063E-05,-0.001148356,,,,,,1.77127785,0.710838524,-20.72906729,-40.19520706,0.910882728,Failure
1.390992707,2.271949443,1.74063E-05,-0.001148356,,,,,,1.773394402,0.978824533,-17.78855107,-35.60618627,0.595698442,Failure
1.390992707,2.271949443,1.74063E-05,-0.001148356,,,,,,1.782541524,2.217097385,-4.080226121,-13.80532738,-0.841323545,Failure
1.390992707,2.271949443,1.74063E-05,-0.001148356,,,,,,1.783507465,2.776802786,-2.726244998,-3.974019164,-0.537622914,Elastic
1.394353725,0.208980342,1.10028E-05,-0.000159892,,,,,,1.785723195,2.492074821,-3.319489963,-8.97225293,-0.852950621,Elastic
1.398875915,2.44970221,1.18707E-05,-0.0011796,,,,,,1.787838853,2.578054339,-3.13203952,-7.457479175,-0.789163715,Elastic
1.4,0,0,0,,,,,,1.788827012,2.912584621,-2.507169229,-1.565881039,-0.247026621,Elastic
1.4,0,0,0,,,,,,1.789600994,0.396620417,-24.12615158,-45.46847195,1.306172827,Failure
1.4,0,0,0,,,,,,1.789916161,0.441365,-23.63987097,-44.71408065,1.252276051,Failure
1.406759122,2.627454978,6.34214E-06,-0.001201848,,,,,,1.796295497,2.002146971,-6.413124997,-17.59094595,-0.618054968,Failure
1.406759122,2.627454978,6.34214E-06,-0.001201848,,,,,,1.801755605,1.252120062,-14.72975226,-30.81044147,0.281402969,Failure
1.412227867,2.91233451,-1.33E-06,-0.001218832,,,,,,1.802711372,2.750365362,-2.807115944,-4.436540904,-0.575016716,Elastic
1.412227867,2.91233451,-1.33E-06,-0.001218832,,,,,,1.80298078,1.578095065,-11.10350916,-25.08901974,-0.12564374,Failure
1.429720098,3,-3.30E-06,-0.001219141,,,,,,1.803943399,2.622415508,-3.059527718,-6.679343698,-0.741050184,Elastic
1.444953379,1.660246837,3.42791E-05,-0.000971983,,,,,,1.804245227,1.297966113,-14.21715108,-30.00468883,0.225353711,Failure
1.444953379,1.660246837,3.42791E-05,-0.000971983,,,,,,1.805723411,0.152402146,-26.7535142,-49.5291713,1.624012222,Failure
1.446140876,1.404321804,3.7432E-05,-0.000868158,,,,,,1.807097016,0.314453387,-24.99596187,-46.80899576,1.426507224,Failure
